分类,标签名字,标签别名,标签描述,对应系统,版本,开始时间,版本描述,置信度,覆盖量,更新频率,生成规则,时间窗口,Hive库表列,HBase的库表组列,mob_id,枚举值,枚举值中文,枚举值英文
"金融标签 > 金融通用标签 > 金融APP指标 > APP slope	","证券slope	","securities_slope	","统计类标签：（近七天该tag的活跃天数-前一日近七天该tag的活跃天数+1）/(前一日近七天该tag的活跃天数+1)	","Android	","1000	","	","	","	","	","每日	","（近七天证券标签的活跃天数-前一日近七天证券标签的活跃天数+1）/(前一日近七天证券标签的活跃天数+1)	","时间窗口7天	","rp_mobdi_app;rp_device_financial_slope_week_profile;securities_slope	",";;;	","F1033	"," 	"," 	"," 	"
"金融标签 > 金融通用标签 > 金融APP指标 > APP slope	","理财slope	","finaces_slope	","统计类标签：（近七天该tag的活跃天数-前一日近七天该tag的活跃天数+1）/(前一日近七天该tag的活跃天数+1)	","Android	","1000	","	","	","	","	","每日	","（近七天理财标签的活跃天数-前一日近七天理财标签的活跃天数+1）/(前一日近七天理财标签的活跃天数+1)	","时间窗口7天	","rp_mobdi_app;rp_device_financial_slope_week_profile;finaces_slope	",";;;	","F1034	"," 	"," 	"," 	"
"金融标签 > 金融通用标签 > 金融APP指标 > APP slope	","金融类slope	","total_slope	","统计类标签：（近七天该类tag的活跃天数-前一日近七天该类tag的活跃天数+1）/(前一日近七天该类tag的活跃天数+1)	","Android	","1000	","	","	","	","	","每日	","（近七天金融类s标签的活跃天数-前一日近七天金融类s标签的活跃天数+1）/(前一日近七天金融类标签的活跃天数+1)	","时间窗口7天	","rp_mobdi_app;rp_device_financial_slope_week_profile;total_slope	",";;;	","F1035	"," 	"," 	"," 	"
"金融标签 > 贷前标签 > 多头借贷 > P2P借贷	","7天内新安装P2P借贷?个数	","feature;1_0_7;cnt	","统计类标签	","Android	","1000	","	","	","	","	","每日	","先给app打好分类，然后按照设备使用app的行为进行计算(人工分拣的分类，每个app只有一个分类)	","时间窗口7天	","rp_sdk_dmp;timewindow_multiloan_finance;cnt;feature='1_0_7';timewindow='7';flag=0	",";;;	","MD0024	"," 	"," 	"," 	"
"金融标签 > 贷前标签 > 多头借贷 > P2P借贷	","14天内新安装P2P借贷?个数	","feature;1_0_14;cnt	","统计类标签	","Android	","1000	","	","	","	","	","每日	","	","时间窗口14天	","rp_sdk_dmp;timewindow_multiloan_finance;cnt;feature='1_0_14';timewindow='14';flag=0	",";;;	","MD0025	"," 	"," 	"," 	"
"金融标签 > 贷前标签 > 多头借贷 > P2P借贷	","30天内新安装P2P借贷?个数	","feature;1_0_30;cnt	","统计类标签	","Android	","1000	","	","	","	","	","每日	","	","时间窗口30天	","rp_sdk_dmp;timewindow_multiloan_finance;cnt;feature='1_0_30';timewindow='30';flag=0	",";;;	","MD0026	"," 	"," 	"," 	"
"金融标签 > 贷前标签 > 多头借贷 > P2P借贷	","90天内新安装P2P借贷?个数	","feature;1_0_90;cnt	","统计类标签	","Android	","1000	","	","	","	","	","每日	","	","时间窗口90天	","rp_sdk_dmp;timewindow_multiloan_finance;cnt;feature='1_0_90';timewindow='90';flag=0	",";;;	","MD0027	"," 	"," 	"," 	"
"金融标签 > 贷前标签 > 多头借贷 > P2P借贷	","7天内P2P借贷?活跃天数	","feature;1_3_7;cnt	","统计类标签	","Android	","1000	","	","	","	","	","每日	","	","时间窗口7天	","rp_sdk_dmp;timewindow_multiloan_finance;cnt;feature='1_3_7';timewindow='7';flag=3	",";;;	","MD0028	"," 	"," 	"," 	"
"金融标签 > 贷前标签 > 多头借贷 > P2P借贷	","14天内P2P借贷?活跃天数	","feature;1_3_14;cnt	","统计类标签	","Android	","1000	","	","	","	","	","每日	","	","时间窗口14天	","rp_sdk_dmp;timewindow_multiloan_finance;cnt;feature='1_3_14';timewindow='14';flag=3	",";;;	","MD0029	"," 	"," 	"," 	"
"金融标签 > 贷前标签 > 多头借贷 > P2P借贷	","30天内P2P借贷?活跃天数	","feature;1_3_30;cnt	","统计类标签	","Android	","1000	","	","	","	","	","每日	","	","时间窗口30天	","rp_sdk_dmp;timewindow_multiloan_finance;cnt;feature='1_3_30';timewindow='30';flag=3	",";;;	","MD002A	"," 	"," 	"," 	"
"金融标签 > 贷前标签 > 多头借贷 > P2P借贷	","90天内P2P借贷?活跃天数	","feature;1_3_90;cnt	","统计类标签	","Android	","1000	","	","	","	","	","每日	","	","时间窗口90天	","rp_sdk_dmp;timewindow_multiloan_finance;cnt;feature='1_3_90';timewindow='90';flag=3	",";;;	","MD002B	"," 	"," 	"," 	"
"金融标签 > 贷前标签 > 多头借贷 > P2P借贷	","7天内安装过P2P借贷?个数	","feature;1_4_7;cnt	","统计类标签	","Android	","1000	","	","	","	","	","每日	","	","时间窗口7天	","rp_sdk_dmp;timewindow_multiloan_finance;cnt;feature='1_4_7';timewindow='7';flag=4	",";;;	","MD002C	"," 	"," 	"," 	"
"金融标签 > 贷前标签 > 多头借贷 > P2P借贷	","14天内安装过P2P借贷?个数	","feature;1_4_14;cnt	","统计类标签	","Android	","1000	","	","	","	","	","每日	","	","时间窗口14天	","rp_sdk_dmp;timewindow_multiloan_finance;cnt;feature='1_4_14';timewindow='14';flag=4	",";;;	","MD002D	"," 	"," 	"," 	"
"金融标签 > 贷前标签 > 多头借贷 > P2P借贷	","30天内安装过P2P借贷?个数	","feature;1_4_30;cnt	","统计类标签	","Android	","1000	","	","	","	","	","每日	","	","时间窗口30天	","rp_sdk_dmp;timewindow_multiloan_finance;cnt;feature='1_4_30';timewindow='30';flag=4	",";;;	","MD002E	"," 	"," 	"," 	"
"金融标签 > 贷前标签 > 多头借贷 > P2P借贷	","90天内安装过P2P借贷?个数	","feature;1_4_90;cnt	","统计类标签	","Android	","1000	","	","	","	","	","每日	","	","时间窗口90天	","rp_sdk_dmp;timewindow_multiloan_finance;cnt;feature='1_4_90';timewindow='90';flag=4	",";;;	","MD002F	"," 	"," 	"," 	"
"金融标签 > 贷前标签 > 多头借贷 > P2P借贷	","7天内P2P借贷?累计活跃天数	","feature;1_5_7;cnt	","统计类标签	","Android	","1000	","	","	","	","	","每日	","	","时间窗口7天	","rp_sdk_dmp;timewindow_multiloan_finance;cnt;feature='1_5_7';timewindow='7';flag=5	",";;;	","MD002G	"," 	"," 	"," 	"
"金融标签 > 贷前标签 > 多头借贷 > P2P借贷	","14天内P2P借贷?累计活跃天数	","feature;1_5_14;cnt	","统计类标签	","Android	","1000	","	","	","	","	","每日	","	","时间窗口14天	","rp_sdk_dmp;timewindow_multiloan_finance;cnt;feature='1_5_14';timewindow='14';flag=5	",";;;	","MD002H	"," 	"," 	"," 	"
"金融标签 > 贷前标签 > 多头借贷 > P2P借贷	","30天内P2P借贷?累计活跃天数	","feature;1_5_30;cnt	","统计类标签	","Android	","1000	","	","	","	","	","每日	","	","时间窗口30天	","rp_sdk_dmp;timewindow_multiloan_finance;cnt;feature='1_5_30';timewindow='30';flag=5	",";;;	","MD002I	"," 	"," 	"," 	"
"金融标签 > 贷前标签 > 多头借贷 > P2P借贷	","90天内P2P借贷?累计活跃天数	","feature;1_5_90;cnt	","统计类标签	","Android	","1000	","	","	","	","	","每日	","	","时间窗口90天	","rp_sdk_dmp;timewindow_multiloan_finance;cnt;feature='1_5_90';timewindow='90';flag=5	",";;;	","MD002J	"," 	"," 	"," 	"
"金融标签 > 贷前标签 > 多头借贷 > 信用卡	","7天内新安装信用卡?个数	","feature;2_0_7;cnt	","统计类标签	","Android	","1000	","	","	","	","	","每日	","	","时间窗口7天	","rp_sdk_dmp;timewindow_multiloan_finance;cnt;feature='2_0_7';timewindow='7';flag=0	",";;;	","MD002K	"," 	"," 	"," 	"
"金融标签 > 贷前标签 > 多头借贷 > 信用卡	","14天内新安装信用卡?个数	","feature;2_0_14;cnt	","统计类标签	","Android	","1000	","	","	","	","	","每日	","	","时间窗口14天	","rp_sdk_dmp;timewindow_multiloan_finance;cnt;feature='2_0_14';timewindow='14';flag=0	",";;;	","MD002L	"," 	"," 	"," 	"
"金融标签 > 贷前标签 > 多头借贷 > 信用卡	","30天内新安装信用卡?个数	","feature;2_0_30;cnt	","统计类标签	","Android	","1000	","	","	","	","	","每日	","	","时间窗口30天	","rp_sdk_dmp;timewindow_multiloan_finance;cnt;feature='2_0_30';timewindow='30';flag=0	",";;;	","MD002M	"," 	"," 	"," 	"
"金融标签 > 贷前标签 > 多头借贷 > 信用卡	","90天内新安装信用卡?个数	","feature;2_0_90;cnt	","统计类标签	","Android	","1000	","	","	","	","	","每日	","	","时间窗口90天	","rp_sdk_dmp;timewindow_multiloan_finance;cnt;feature='2_0_90';timewindow='90';flag=0	",";;;	","MD002N	"," 	"," 	"," 	"
"金融标签 > 贷前标签 > 多头借贷 > 信用卡	","7天内信用卡?活跃天数	","feature;2_3_7;cnt	","统计类标签	","Android	","1000	","	","	","	","	","每日	","	","时间窗口7天	","rp_sdk_dmp;timewindow_multiloan_finance;cnt;feature='2_3_7';timewindow='7';flag=3	",";;;	","MD002O	"," 	"," 	"," 	"
"金融标签 > 贷前标签 > 多头借贷 > 信用卡	","14天内信用卡?活跃天数	","feature;2_3_14;cnt	","统计类标签	","Android	","1000	","	","	","	","	","每日	","	","时间窗口14天	","rp_sdk_dmp;timewindow_multiloan_finance;cnt;feature='2_3_14';timewindow='14';flag=3	",";;;	","MD002P	"," 	"," 	"," 	"
"金融标签 > 贷前标签 > 多头借贷 > 信用卡	","30天内信用卡?活跃天数	","feature;2_3_30;cnt	","统计类标签	","Android	","1000	","	","	","	","	","每日	","	","时间窗口30天	","rp_sdk_dmp;timewindow_multiloan_finance;cnt;feature='2_3_30';timewindow='30';flag=3	",";;;	","MD002Q	"," 	"," 	"," 	"
"金融标签 > 贷前标签 > 多头借贷 > 信用卡	","90天内信用卡?活跃天数	","feature;2_3_90;cnt	","统计类标签	","Android	","1000	","	","	","	","	","每日	","	","时间窗口90天	","rp_sdk_dmp;timewindow_multiloan_finance;cnt;feature='2_3_90';timewindow='90';flag=3	",";;;	","MD002R	"," 	"," 	"," 	"
"金融标签 > 贷前标签 > 多头借贷 > 信用卡	","7天内安装过信用卡?个数	","feature;2_4_7;cnt	","统计类标签	","Android	","1000	","	","	","	","	","每日	","	","时间窗口7天	","rp_sdk_dmp;timewindow_multiloan_finance;cnt;feature='2_4_7';timewindow='7';flag=4	",";;;	","MD002S	"," 	"," 	"," 	"
"金融标签 > 贷前标签 > 多头借贷 > 信用卡	","14天内安装过信用卡?个数	","feature;2_4_14;cnt	","统计类标签	","Android	","1000	","	","	","	","	","每日	","	","时间窗口14天	","rp_sdk_dmp;timewindow_multiloan_finance;cnt;feature='2_4_14';timewindow='14';flag=4	",";;;	","MD002T	"," 	"," 	"," 	"
"金融标签 > 贷前标签 > 多头借贷 > 信用卡	","30天内安装过信用卡?个数	","feature;2_4_30;cnt	","统计类标签	","Android	","1000	","	","	","	","	","每日	","	","时间窗口30天	","rp_sdk_dmp;timewindow_multiloan_finance;cnt;feature='2_4_30';timewindow='30';flag=4	",";;;	","MD002U	"," 	"," 	"," 	"
"金融标签 > 贷前标签 > 多头借贷 > 信用卡	","90天内安装过信用卡?个数	","feature;2_4_90;cnt	","统计类标签	","Android	","1000	","	","	","	","	","每日	","	","时间窗口90天	","rp_sdk_dmp;timewindow_multiloan_finance;cnt;feature='2_4_90';timewindow='90';flag=4	",";;;	","MD002V	"," 	"," 	"," 	"
"金融标签 > 贷前标签 > 多头借贷 > 信用卡	","7天内信用卡?累计活跃天数	","feature;2_5_7;cnt	","统计类标签	","Android	","1000	","	","	","	","	","每日	","	","时间窗口7天	","rp_sdk_dmp;timewindow_multiloan_finance;cnt;feature='2_5_7';timewindow='7';flag=5	",";;;	","MD002W	"," 	"," 	"," 	"
"金融标签 > 贷前标签 > 多头借贷 > 信用卡	","14天内信用卡?累计活跃天数	","feature;2_5_14;cnt	","统计类标签	","Android	","1000	","	","	","	","	","每日	","	","时间窗口14天	","rp_sdk_dmp;timewindow_multiloan_finance;cnt;feature='2_5_14';timewindow='14';flag=5	",";;;	","MD002X	"," 	"," 	"," 	"
"金融标签 > 贷前标签 > 多头借贷 > 信用卡	","30天内信用卡?累计活跃天数	","feature;2_5_30;cnt	","统计类标签	","Android	","1000	","	","	","	","	","每日	","	","时间窗口30天	","rp_sdk_dmp;timewindow_multiloan_finance;cnt;feature='2_5_30';timewindow='30';flag=5	",";;;	","MD002Y	"," 	"," 	"," 	"
"金融标签 > 贷前标签 > 多头借贷 > 信用卡	","90天内信用卡?累计活跃天数	","feature;2_5_90;cnt	","统计类标签	","Android	","1000	","	","	","	","	","每日	","	","时间窗口90天	","rp_sdk_dmp;timewindow_multiloan_finance;cnt;feature='2_5_90';timewindow='90';flag=5	",";;;	","MD002Z	"," 	"," 	"," 	"
"金融标签 > 贷前标签 > 多头借贷 > 小额借贷	","7天内新安装小额借贷?个数	","feature;3_0_7;cnt	","统计类标签	","Android	","1000	","	","	","	","	","每日	","	","时间窗口7天	","rp_sdk_dmp;timewindow_multiloan_finance;cnt;feature='3_0_7';timewindow='7';flag=0	",";;;	","MD0030	"," 	"," 	"," 	"
"金融标签 > 贷前标签 > 多头借贷 > 小额借贷	","14天内新安装小额借贷?个数	","feature;3_0_14;cnt	","统计类标签	","Android	","1000	","	","	","	","	","每日	","	","时间窗口14天	","rp_sdk_dmp;timewindow_multiloan_finance;cnt;feature='3_0_14';timewindow='14';flag=0	",";;;	","MD0031	"," 	"," 	"," 	"
